Date,SPX Return,Time to Maturity in Year,Delta,Implied Volatility Change
20150402,0.006608815,0.252,0.498218,0.000129
20150402,0.006608815,0.168,0.927168,-0.004229
20150402,0.006608815,0.112,0.550963,0.003796
20150402,0.006608815,0.196,0.646175,-0.000968
20150402,0.006608815,0.14,0.820664,-0.003734
20150402,0.006608815,0.336,0.831553,-0.004337
20150402,0.006608815,0.252,0.921091,-0.007568
20150402,0.006608815,0.14,0.455793,0.002827
20150402,0.006608815,0.308,0.823275,-0.001832
20150402,0.006608815,0.056,0.910859,0.026488
20150402,0.006608815,0.056,0.915081,0.028002
20150402,0.006608815,0.056,0.683851,0.012071
20150402,0.006608815,0.36,0.807629,0.000901
20150402,0.006608815,0.168,0.877314,-0.001685
20150402,0.006608815,0.14,0.355111,0.003097
20150402,0.006608815,2.492,0.938718,-0.009508
20150402,0.006608815,1.088,0.933948,-0.005435
20150402,0.006608815,0.336,0.900129,-0.005868
20150402,0.006608815,0.196,0.399163,0.00141
20150402,0.006608815,0.112,0.892521,2.80E-05
20150402,0.006608815,1.04,0.738294,-2.20E-05
20150402,0.006608815,0.308,0.680294,0.00096
20150402,0.006608815,0.224,0.749784,-0.002712
20150402,0.006608815,1.764,0.145666,0.000151
20150402,0.006608815,1.764,0.752979,-0.000684
20150402,0.006608815,0.352,0.816554,-0.004476
20150402,0.006608815,0.224,0.807679,-0.004446
20150406,-0.002061904,1.072,0.340088,-0.001055
20150406,-0.002061904,3.932,0.762538,0.000494
20150406,-0.002061904,0.092,0.889729,-0.004549
20150406,-0.002061904,0.236,0.142267,-0.002152
20150406,-0.002061904,3.932,0.868419,-0.00057
20150406,-0.002061904,0.096,0.315616,-0.003767
20150406,-0.002061904,0.292,0.537751,-0.004609
20150406,-0.002061904,0.068,0.281265,-0.004666
20150406,-0.002061904,0.124,0.873419,-0.004773
20150406,-0.002061904,0.236,0.297958,-0.002319
20150406,-0.002061904,0.18,0.385888,-0.002329
20150406,-0.002061904,0.32,0.896565,-0.005291
20150406,-0.002061904,3.932,0.057931,0.000425
20150406,-0.002061904,3.932,0.884244,-0.001172
20150406,-0.002061904,0.32,0.655088,-0.002347
20150406,-0.002061904,1.072,0.936072,-0.005107
20150406,-0.002061904,0.124,0.915082,-0.004857
20150406,-0.002061904,0.32,0.90299,-0.006085
20150406,-0.002061904,3.932,0.849079,-0.001214
20150406,-0.002061904,0.264,0.716704,-0.002902
20150406,-0.002061904,0.18,0.81383,-0.002295
20150406,-0.002061904,0.584,0.832653,-0.002221
20150406,-0.002061904,0.18,0.85245,-0.003425
20150406,-0.002061904,0.584,0.812581,-0.002128
20150406,-0.002061904,0.264,0.089321,-0.002495
20150406,-0.002061904,1.072,0.626451,-0.001391
20150406,-0.002061904,0.124,0.696929,-0.003526
20150406,-0.002061904,1.748,0.92676,-0.00373
20150406,-0.002061904,0.344,0.148993,-0.002298
20150406,-0.002061904,1.436,0.855992,-0.000841
20150406,-0.002061904,0.344,0.71438,-0.002065
20150406,-0.002061904,0.236,0.633136,-0.002218
20150406,-0.002061904,0.068,0.948187,-0.000886
20150406,-0.002061904,0.18,0.744349,-0.002759
20150406,-0.002061904,0.32,0.832047,-0.003531
20150406,-0.002061904,0.292,0.787782,-0.005442
20150406,-0.002061904,0.46,0.443173,-0.001585
20150406,-0.002061904,0.344,0.177468,-0.002273
20150406,-0.002061904,0.344,0.782179,-0.002347
20150406,-0.002061904,0.092,0.551339,-0.004366
20150406,-0.002061904,0.264,0.726867,-0.00282
20150406,-0.002061904,0.092,0.796194,-0.005451
20150406,-0.002061904,3.932,0.652824,0.000531
20150406,-0.002061904,0.344,0.775159,-0.002555
20150406,-0.002061904,0.404,0.492118,-0.002638
20150406,-0.002061904,0.152,0.867192,-0.010366
20150406,-0.002061904,1.132,0.777306,-0.002987
20150406,-0.002061904,2.476,0.926846,-0.003044
20150406,-0.002061904,2.476,0.779796,-0.00218
20150406,-0.002061904,0.292,0.108945,-0.003497
20150406,-0.002061904,0.336,0.725554,-0.002743
20150406,-0.002061904,0.18,0.245553,-0.002203
20150406,-0.002061904,0.096,0.191158,-0.002996
20150406,-0.002061904,0.236,0.841782,-0.003955
20150406,-0.002061904,0.336,0.928819,-0.01384
20150406,-0.002061904,0.208,0.924388,0.010462
20150406,-0.002061904,0.336,0.432931,-0.002294
20150406,-0.002061904,1.748,0.266136,-0.002002
20150406,-0.002061904,1.384,0.329104,-0.001261
20150406,-0.002061904,0.344,0.761019,-0.002479
20150406,-0.002061904,0.292,0.663712,-0.003975
20150406,-0.002061904,0.404,0.857914,-0.006245
20150406,-0.002061904,0.092,0.911162,-0.006008
20150406,-0.002061904,0.236,0.126398,-0.002549
20150406,-0.002061904,0.124,0.663474,-0.003317
20150406,-0.002061904,3.932,0.296147,-0.000276
20150406,-0.002061904,0.096,0.93016,-0.007227
20150406,-0.002061904,0.152,0.274522,-0.003605
20150406,-0.002061904,0.096,0.762883,-0.00529
20150406,-0.002061904,0.292,0.198933,-0.00265
20150406,-0.002061904,0.124,0.607105,-0.003116
20150406,-0.002061904,0.152,0.889218,-0.005564
20150406,-0.002061904,0.344,0.594884,-0.002075
20150406,-0.002061904,0.092,0.850768,-0.004067
20150406,-0.002061904,0.292,0.935627,-0.004856
20150406,-0.002061904,0.32,0.535054,-0.001599
20150406,-0.002061904,0.344,0.322119,-0.002021
20150406,-0.002061904,0.124,0.148435,-0.001559
20150406,-0.002061904,0.18,0.898806,-0.00386
20150406,-0.002061904,3.932,0.898337,-0.000256
20150406,-0.002061904,0.236,0.928676,-0.004731
20150406,-0.002061904,0.656,0.819968,-0.00302
20150406,-0.002061904,0.236,0.216114,-0.001952
20150406,-0.002061904,0.46,0.902512,-0.003056
20150406,-0.002061904,0.46,0.93567,0.008087
20150406,-0.002061904,0.584,0.79036,-0.001534
20150406,-0.002061904,0.344,0.909766,-0.01348
20150406,-0.002061904,0.068,0.642633,-0.006255
20150406,-0.002061904,0.124,0.07602,-0.000441
20150406,-0.002061904,1.384,0.433025,-0.001149
20150406,-0.002061904,1.384,0.497239,-0.001033
20150406,-0.002061904,0.236,0.747787,-0.002548
20150406,-0.002061904,0.18,0.223085,-0.002651
20150406,-0.002061904,0.264,0.328959,-0.001959
20150406,-0.002061904,0.124,0.586586,-0.003251
20150406,-0.002061904,0.096,0.347628,-0.003765
20150406,-0.002061904,0.208,0.454604,-0.002385
20150406,-0.002061904,0.096,0.716386,-0.004666
20150406,-0.002061904,0.292,0.923223,-0.004427
20150406,-0.002061904,0.704,0.452644,-0.001456
20150407,0.002682533,0.092,0.923677,-0.016224
20150407,0.002682533,0.34,0.913683,-0.006442
20150407,0.002682533,0.12,0.84237,-0.009733
20150407,0.002682533,2.472,0.940204,-0.007456
20150407,0.002682533,0.652,0.915713,-0.006135
20150407,0.002682533,3.928,0.893607,-0.001455
20150407,0.002682533,0.064,0.110018,-0.008848
20150407,0.002682533,1.128,0.336835,-0.002022
20150407,0.002682533,0.12,0.911266,-0.017704
20150407,0.002682533,1.128,0.899027,-0.002507
20150407,0.002682533,0.176,0.761452,-0.005366
20150407,0.002682533,0.288,0.510574,-0.0048
20150407,0.002682533,0.26,0.700662,-0.004845
20150407,0.002682533,0.332,0.15561,-0.004046
20150407,0.002682533,3.928,0.842416,-0.000918
20150407,0.002682533,0.204,0.66132,-0.005707
20150407,0.002682533,0.34,0.160916,-0.003009
20150407,0.002682533,0.232,0.339968,-0.004076
20150407,0.002682533,0.288,0.916468,-0.009489
20150407,0.002682533,1.744,0.834592,-0.001882
20150407,0.002682533,0.34,0.067603,-0.003421
20150407,0.002682533,0.176,0.609495,-0.005032
20150407,0.002682533,0.26,0.310359,-0.003721
20150407,0.002682533,0.092,0.773729,-0.011655
20150407,0.002682533,1.744,0.932364,-0.004031
20150407,0.002682533,0.58,0.909864,-0.014673
20150407,0.002682533,0.064,0.536825,-0.008126
20150407,0.002682533,3.928,0.361742,-0.001188
20150407,0.002682533,0.316,0.075543,-0.003322
20150407,0.002682533,2.472,0.68447,-0.001276
20150407,0.002682533,0.58,0.199167,-0.00234
20150407,0.002682533,0.204,0.712789,-0.006363
20150407,0.002682533,2.472,0.921074,-0.001907
20150407,0.002682533,0.232,0.772246,-0.006245
20150407,0.002682533,0.204,0.601628,-0.00491
20150407,0.002682533,0.176,0.792653,-0.007399
20150407,0.002682533,0.332,0.186372,-0.004158
20150407,0.002682533,0.204,0.688356,-0.005573
20150407,0.002682533,0.4,0.927235,-0.008064
20150407,0.002682533,0.232,0.752616,-0.00707
20150407,0.002682533,0.332,0.684984,-0.004399
20150407,0.002682533,0.232,0.870463,-0.010116
20150407,0.002682533,0.232,0.848292,-0.007842
20150407,0.002682533,0.088,0.083759,-0.007701
20150407,0.002682533,0.176,0.433079,-0.004336
20150407,0.002682533,0.34,0.322564,-0.003021
20150407,0.002682533,3.928,0.879108,-0.000501
20150407,0.002682533,0.7,0.578852,-0.002417
20150407,0.002682533,1.068,0.373754,-0.001988
20150407,0.002682533,0.064,0.90986,-0.019501
20150407,0.002682533,0.088,0.125657,-0.007796
20150407,0.002682533,0.316,0.884075,-0.007005
20150407,0.002682533,0.12,0.499538,-0.006945
20150407,0.002682533,1.744,0.928012,-0.003615
20150407,0.002682533,0.26,0.176997,-0.003719
20150407,0.002682533,1.02,0.41202,-0.002362
20150407,0.002682533,1.38,0.887707,-0.003532
20150407,0.002682533,0.316,0.229463,-0.002953
20150407,0.002682533,0.232,0.882068,-0.008305
20150407,0.002682533,0.26,0.387549,-0.003416
20150407,0.002682533,1.128,0.143423,-0.001582
20150407,0.002682533,0.332,0.84717,-0.006514
20150407,0.002682533,0.148,0.639349,-0.007681
20150407,0.002682533,0.456,0.921694,-0.018759
20150407,0.002682533,2.472,0.201809,-0.000345
20150407,0.002682533,0.34,0.508403,-0.003516
20150407,0.002682533,0.456,0.431808,-0.002247
20150407,0.002682533,0.34,0.875883,-0.007469
20150407,0.002682533,0.316,0.937762,-0.009139
20150407,0.002682533,1.744,0.854168,-0.002009
20150407,0.002682533,0.288,0.765444,-0.006011
20150407,0.002682533,0.316,0.400727,-0.003026
20150407,0.002682533,0.332,0.127579,-0.00399
20150407,0.002682533,0.34,0.811163,-0.005836
20150407,0.002682533,1.02,0.327881,-0.002072
20150407,0.002682533,0.088,0.471645,-0.007384
20150407,0.002682533,0.316,0.875586,-0.007148
20150407,0.002682533,0.288,0.304529,-0.004438
20150407,0.002682533,0.092,0.708608,-0.010199
20150407,0.002682533,0.232,0.477558,-0.003802
20150407,0.002682533,0.332,0.141802,-0.00446
20150407,0.002682533,0.652,0.692798,-0.003413
20150407,0.002682533,0.316,0.052537,-0.003402
20150407,0.002682533,0.316,0.523519,-0.003455
20150407,0.002682533,0.288,0.935658,-0.011354
20150407,0.002682533,0.232,0.459019,-0.00382
20150407,0.002682533,0.34,0.494417,-0.003078
20150407,0.002682533,3.928,0.889071,-0.001065
20150407,0.002682533,0.176,0.920976,-0.010908
20150407,0.002682533,1.432,0.873944,-0.003314
20150407,0.002682533,0.26,0.777523,-0.005757
20150407,0.002682533,0.148,0.916394,-0.01085
20150407,0.002682533,0.34,0.931,-0.009838
20150407,0.002682533,1.02,0.836914,-0.003878
20150407,0.002682533,0.092,0.528837,-0.008291
20150407,0.002682533,0.204,0.889024,-0.01165
20150407,0.002682533,0.4,0.826225,-0.004774
20150407,0.002682533,1.744,0.923349,-0.003445
20150407,0.002682533,0.34,0.682126,-0.004569
20150407,0.002682533,1.38,0.392277,-0.000887
20150408,0.004457481,0.228,0.202324,-0.003473
20150408,0.004457481,0.336,0.923951,0.006776
20150408,0.004457481,1.124,0.746273,0.001365
20150408,0.004457481,1.74,0.942799,0.007863
20150408,0.004457481,0.312,0.075358,-0.002516
20150408,0.004457481,1.376,0.637269,6.50E-05
20150408,0.004457481,1.064,0.730648,-0.000242
20150408,0.004457481,0.396,0.189229,-0.001951
20150408,0.004457481,2.468,0.14515,-0.000534
20150408,0.004457481,2.468,0.270401,-0.001316
20150408,0.004457481,3.924,0.799004,0.000127
20150408,0.004457481,0.2,0.943788,0.007982
20150408,0.004457481,0.336,0.350296,-0.001934
20150408,0.004457481,1.016,0.095979,-0.00153
20150408,0.004457481,3.924,0.394279,-0.001042
20150408,0.004457481,1.74,0.323453,-0.000597
20150408,0.004457481,0.06,0.468174,-0.002622
20150408,0.004457481,0.084,0.948588,0.022643
20150408,0.004457481,0.336,0.084547,-0.00214
20150408,0.004457481,1.74,0.848273,0.001344
20150408,0.004457481,1.124,0.218765,-0.000978
20150408,0.004457481,2.468,0.602348,0.000758
20150408,0.004457481,1.376,0.187497,-0.001285
20150408,0.004457481,0.328,0.206245,-0.002527
20150408,0.004457481,0.396,0.921207,0.005303
20150408,0.004457481,1.064,0.789648,0.000627
20150408,0.004457481,0.228,0.81907,0.00051
20150408,0.004457481,0.328,0.080803,-0.002963
20150408,0.004457481,0.2,0.87847,0.002212
20150408,0.004457481,1.428,0.814429,0.001308
20150408,0.004457481,2.468,0.479515,-0.000829
20150408,0.004457481,0.328,0.76213,0.00017
20150408,0.004457481,1.376,0.327027,-0.00101
20150408,0.004457481,1.376,0.913529,0.004516
20150408,0.004457481,3.924,0.911449,0.004102
20150408,0.004457481,0.084,0.328202,-0.002529
20150408,0.004457481,0.088,0.132433,-0.002878
20150408,0.004457481,1.064,0.874579,0.000231
20150408,0.004457481,0.116,0.864684,0.004636
20150408,0.004457481,1.428,0.838782,0.001046
20150408,0.004457481,2.468,0.522453,-0.000845
20150408,0.004457481,0.696,0.662416,-0.001095
20150408,0.004457481,0.088,0.503801,-0.001401
20150408,0.004457481,0.396,0.925835,0.00558
20150408,0.004457481,0.336,0.066698,-0.002651
20150408,0.004457481,0.144,0.825658,0.003994
20150408,0.004457481,0.328,0.943255,0.009526
20150408,0.004457481,1.428,0.6342,2.50E-05
20150408,0.004457481,0.312,0.344641,-0.002827
20150408,0.004457481,1.064,0.657585,-0.000396
20150408,0.004457481,3.924,0.928117,0.006024
20150408,0.004457481,0.312,0.237179,-0.002953
20150408,0.004457481,0.06,0.13603,-0.005105
20150408,0.004457481,0.328,0.448061,-0.002314
20150408,0.004457481,0.144,0.764669,0.001378
20150408,0.004457481,0.396,0.251536,-0.001974
20150408,0.004457481,0.312,0.840354,-3.00E-05
20150408,0.004457481,0.228,0.223036,-0.003239
20150408,0.004457481,0.396,0.936618,0.007424
20150408,0.004457481,1.74,0.804947,0.00114
20150408,0.004457481,1.064,0.86335,-0.00218
20150408,0.004457481,3.924,0.781927,-0.000109
20150408,0.004457481,3.924,0.542236,-0.000813
20150408,0.004457481,0.2,0.791562,0.000122
20150408,0.004457481,3.924,0.189014,-0.000969
20150408,0.004457481,0.084,0.917971,0.010484
20150408,0.004457481,0.328,0.745954,0.000178
20150408,0.004457481,0.396,0.807495,0.002699
20150408,0.004457481,0.328,0.189016,-0.002287
20150408,0.004457481,2.468,0.94582,0.013117
20150408,0.004457481,3.924,0.47948,-0.000615
20150408,0.004457481,0.336,0.881154,0.00529
20150408,0.004457481,0.328,0.578193,-0.00115
20150408,0.004457481,0.396,0.545352,-0.000345
20150408,0.004457481,0.256,0.909998,-0.007573
20150408,0.004457481,0.228,0.58337,-0.002139
20150408,0.004457481,0.06,0.885109,0.006433
20150408,0.004457481,0.452,0.767666,-0.000769
20150408,0.004457481,0.2,0.411395,-0.002847
20150408,0.004457481,0.06,0.946055,0.022577
20150408,0.004457481,0.144,0.34046,-0.002497
20150408,0.004457481,0.328,0.055042,-0.00307
20150408,0.004457481,0.312,0.897508,0.002634
20150408,0.004457481,0.696,0.182734,-0.001896
20150408,0.004457481,0.06,0.860554,0.009276
20150408,0.004457481,0.144,0.734981,-0.000554
20150408,0.004457481,0.312,0.714493,-0.00221
20150408,0.004457481,3.924,0.829904,0.000176
20150408,0.004457481,0.228,0.733452,-0.00067
20150408,0.004457481,0.312,0.618291,-0.002367
20150408,0.004457481,0.172,0.945687,0.011289
20150408,0.004457481,0.336,0.858543,0.003854
20150408,0.004457481,0.284,0.814639,0.001274
20150408,0.004457481,0.336,0.852852,0.002864
20150408,0.004457481,0.396,0.635023,-0.000163
20150408,0.004457481,0.576,0.840977,0.000349
20150408,0.004457481,0.328,0.062512,-0.002913
20150408,0.004457481,1.376,0.081103,-0.001403
20150408,0.004457481,1.064,0.079077,-0.001896
20150408,0.004457481,0.228,0.266539,-0.003455
20150409,0.005202865,1.736,0.534477,-0.001905
20150409,0.005202865,0.252,0.734594,-0.003798
20150409,0.005202865,0.308,0.94551,0.008174
20150409,0.005202865,0.056,0.651192,-0.008312
20150409,0.005202865,1.12,0.934095,-0.005847
20150409,0.005202865,0.308,0.806294,-0.003678
20150409,0.005202865,0.252,0.664329,-0.003472
20150409,0.005202865,0.332,0.601933,-0.002983
20150409,0.005202865,0.112,0.083867,-0.00261
20150409,0.005202865,2.464,0.130203,-0.000754
20150409,0.005202865,3.92,0.501557,-0.000853
20150409,0.005202865,0.364,0.810506,-0.003224
20150409,0.005202865,0.252,0.883664,-0.005275
20150409,0.005202865,1.06,0.935248,-0.006762
20150409,0.005202865,3.92,0.906969,-0.00579
20150409,0.005202865,1.12,0.833782,-0.003465
20150409,0.005202865,0.364,0.750492,-0.002814
20150409,0.005202865,2.464,0.866794,-0.000343
20150409,0.005202865,1.12,0.228699,-0.001396
20150409,0.005202865,0.112,0.52528,-0.004047
20150409,0.005202865,0.364,0.107057,-0.001751
20150409,0.005202865,1.06,0.778933,-0.002354
20150409,0.005202865,0.224,0.530859,-0.002261
20150409,0.005202865,2.464,0.693811,0.001147
20150409,0.005202865,1.012,0.282632,-0.002244
20150409,0.005202865,1.012,0.47262,-0.002068
20150409,0.005202865,0.28,0.847989,-0.003206
20150409,0.005202865,0.324,0.837761,-0.00295
20150409,0.005202865,1.372,0.749229,-0.002861
20150409,0.005202865,0.332,0.916667,-0.008872
20150409,0.005202865,1.12,0.929045,-0.005645
20150409,0.005202865,0.572,0.830328,-0.002554
20150409,0.005202865,0.308,0.778292,-0.002947
20150409,0.005202865,0.572,0.86606,-0.00267
20150409,0.005202865,0.324,0.74833,-0.00272
20150409,0.005202865,0.448,0.175565,-0.001408
20150409,0.005202865,0.332,0.648905,-0.002866
20150409,0.005202865,0.692,0.642167,-0.002076
20150409,0.005202865,0.28,0.932688,-0.006577
20150409,0.005202865,2.464,0.627437,0.000478
20150409,0.005202865,0.332,0.947326,0.008881
20150409,0.005202865,0.14,0.26322,-0.00073
20150409,0.005202865,0.112,0.915964,-0.00339
20150409,0.005202865,0.28,0.148718,-0.002253
20150409,0.005202865,1.736,0.897947,-0.00387
20150409,0.005202865,0.168,0.687574,-0.002956
20150409,0.005202865,0.364,0.133263,-0.00185
20150409,0.005202865,3.92,0.207162,-0.001193
20150409,0.005202865,0.084,0.498833,-0.005028
20150409,0.005202865,3.92,0.334434,-0.000687
20150409,0.005202865,0.224,0.340151,-0.001822
20150409,0.005202865,1.012,0.802998,-0.002314
20150409,0.005202865,0.644,0.904912,-0.00432
20150409,0.005202865,0.224,0.567029,-0.002575
20150409,0.005202865,1.012,0.673345,-0.001526
20150409,0.005202865,2.464,0.897252,-0.00163
20150409,0.005202865,0.324,0.22511,-0.00155
20150409,0.005202865,0.324,0.936574,0.000904
20150409,0.005202865,2.464,0.417672,-1.30E-05
20150409,0.005202865,0.332,0.196451,-0.001788
20150409,0.005202865,0.14,0.913427,-0.008232
20150409,0.005202865,0.364,0.799622,-0.001929
20150409,0.005202865,3.92,0.563169,-0.000446
20150409,0.005202865,0.324,0.814194,-0.002411
20150409,0.005202865,0.324,0.142134,-0.002272
20150409,0.005202865,1.736,0.891367,-0.003722
20150409,0.005202865,0.084,0.312004,-0.004641
20150409,0.005202865,0.448,0.247666,-0.001344
20150409,0.005202865,0.196,0.879724,-0.005162
20150409,0.005202865,0.14,0.780893,-0.005133
20150409,0.005202865,0.084,0.909873,-0.0015
20150409,0.005202865,0.364,0.742636,-0.002648
20150409,0.005202865,1.012,0.052716,-0.002027
20150409,0.005202865,2.464,0.300305,-0.001993
20150409,0.005202865,0.224,0.91329,-0.00947
20150409,0.005202865,0.196,0.135885,-0.001866
20150409,0.005202865,0.252,0.701419,-0.003515
20150409,0.005202865,1.12,0.84644,-0.003535
20150409,0.005202865,3.92,0.758047,-0.002746
20150409,0.005202865,0.324,0.730975,-0.003298
20150409,0.005202865,0.324,0.934176,0.000233
20150409,0.005202865,0.364,0.833735,-0.002119
20150409,0.005202865,1.06,0.305722,-0.001348
20150409,0.005202865,0.084,0.897573,-0.001482
20150409,0.005202865,0.28,0.91888,-0.00589
20150409,0.005202865,1.12,0.152632,-0.001195
20150409,0.005202865,0.224,0.675293,-0.002922
20150409,0.005202865,0.324,0.578101,-0.002564
20150409,0.005202865,0.224,0.875102,-0.004613
20150409,0.005202865,0.692,0.938498,-0.006315
20150409,0.005202865,0.28,0.850899,-0.005528
20150409,0.005202865,0.392,0.095783,-0.002216
20150409,0.005202865,0.332,0.802609,-0.003518
20150409,0.005202865,0.196,0.74129,-0.003426
20150409,0.005202865,0.08,0.625168,-0.006274
20150409,0.005202865,2.464,0.441269,-7.70E-05
20150409,0.005202865,1.736,0.649905,-0.00227
20150409,0.005202865,0.224,0.647355,-0.002468
20150409,0.005202865,0.308,0.785858,-0.002952
20150409,0.005202865,0.196,0.715083,-0.004107
20150410,-0.004581281,0.248,0.453682,0.007453
20150410,-0.004581281,0.136,0.68549,0.010919
20150410,-0.004581281,2.46,0.65248,0.000515
20150410,-0.004581281,0.22,0.817359,0.010217
20150410,-0.004581281,0.304,0.929888,0.012405
20150410,-0.004581281,0.32,0.27254,0.006762
20150410,-0.004581281,0.32,0.233834,0.006937
20150410,-0.004581281,2.46,0.919124,0.00187
20150410,-0.004581281,0.304,0.674724,0.006723
20150410,-0.004581281,1.732,0.404569,0.00314
20150410,-0.004581281,0.164,0.917865,0.01816
20150410,-0.004581281,0.328,0.644604,0.006127
20150410,-0.004581281,2.46,0.598972,0.000707
20150410,-0.004581281,0.32,0.080165,0.008063
20150410,-0.004581281,0.568,0.903816,0.007725
20150410,-0.004581281,0.192,0.077335,0.011658
20150410,-0.004581281,3.916,0.873406,0.006118
20150410,-0.004581281,0.22,0.874825,0.0124
20150410,-0.004581281,0.276,0.698503,0.006829
20150410,-0.004581281,0.32,0.596694,0.006224
20150410,-0.004581281,0.388,0.19557,0.006172
20150410,-0.004581281,1.116,0.895534,0.005295
20150410,-0.004581281,0.688,0.914993,0.012118
20150410,-0.004581281,0.328,0.086209,0.007504
20150410,-0.004581281,0.36,0.925158,0.021175
20150410,-0.004581281,0.388,0.757605,0.006959
20150410,-0.004581281,0.276,0.931002,0.013291
20150410,-0.004581281,0.276,0.893959,0.010793
20150410,-0.004581281,0.32,0.80938,0.008033
20150410,-0.004581281,0.304,0.911654,0.01292
20150410,-0.004581281,0.328,0.924706,0.011799
20150410,-0.004581281,0.276,0.884794,0.010423
20150410,-0.004581281,0.136,0.221181,0.013769
20150410,-0.004581281,1.732,0.933542,0.004834
20150410,-0.004581281,0.22,0.927636,0.030306
20150410,-0.004581281,0.076,0.915326,0.022107
20150410,-0.004581281,0.388,0.245697,0.005989
20150410,-0.004581281,0.304,0.923828,0.013826
20150410,-0.004581281,1.056,0.089192,0.004503
20150410,-0.004581281,2.46,0.684866,0.000499
20150410,-0.004581281,0.22,0.309745,0.008324
20150410,-0.004581281,0.248,0.923083,0.024165
20150410,-0.004581281,0.388,0.053145,0.009676
20150410,-0.004581281,0.248,0.842265,0.010723
20150410,-0.004581281,1.056,0.626682,0.003323
20150410,-0.004581281,1.368,0.844439,0.004901
20150410,-0.004581281,0.32,0.070598,0.008211
20150410,-0.004581281,0.388,0.949992,0.01199
20150410,-0.004581281,1.732,0.219801,0.003099
20150410,-0.004581281,0.192,0.518166,0.008667
20150410,-0.004581281,0.304,0.787202,0.007853
20150410,-0.004581281,1.732,0.929281,0.004618
20150410,-0.004581281,0.248,0.766573,0.00896
20150410,-0.004581281,0.076,0.200987,0.01496
20150410,-0.004581281,0.164,0.931179,0.019659
20150410,-0.004581281,0.164,0.194081,0.010938
20150410,-0.004581281,0.328,0.221577,0.006951
20150410,-0.004581281,0.328,0.880297,0.008865
20150410,-0.004581281,0.304,0.493058,0.006457
20150410,-0.004581281,1.116,0.560334,0.004151
20150410,-0.004581281,0.36,0.888845,0.007668
20150410,-0.004581281,0.276,0.171584,0.009122
20150410,-0.004581281,0.276,0.674816,0.006418
20150410,-0.004581281,1.368,0.899638,0.004707
20150410,-0.004581281,0.304,0.852107,0.00978
20150410,-0.004581281,0.276,0.189529,0.008979
20150410,-0.004581281,0.328,0.906457,0.012874
20150410,-0.004581281,0.36,0.899141,0.00752
20150410,-0.004581281,1.732,0.792227,0.004254
20150410,-0.004581281,3.916,0.733675,0.003994
20150410,-0.004581281,0.32,0.839981,0.00868
20150410,-0.004581281,0.192,0.79866,0.010715
20150410,-0.004581281,0.304,0.125456,0.008082
20150410,-0.004581281,0.076,0.931494,0.02647
20150410,-0.004581281,0.192,0.844541,0.012154
20150410,-0.004581281,1.008,0.359909,0.004463
20150410,-0.004581281,0.688,0.660359,0.004185
20150410,-0.004581281,0.164,0.16901,0.011145
20150410,-0.004581281,0.076,0.908363,0.021192
20150410,-0.004581281,3.916,0.290491,0.001838
20150410,-0.004581281,0.388,0.846433,0.008619
20150410,-0.004581281,0.304,0.893741,0.011569
20150410,-0.004581281,1.732,0.81679,0.004482
20150410,-0.004581281,0.108,0.05116,0.015717
20150410,-0.004581281,0.36,0.920904,0.024869
20150410,-0.004581281,0.36,0.288319,0.00618
20150410,-0.004581281,0.32,0.888163,0.010922
20150410,-0.004581281,0.304,0.82246,0.008455
20150410,-0.004581281,0.32,0.921461,0.013728
20150410,-0.004581281,0.248,0.132328,0.00921
20150410,-0.004581281,0.276,0.93871,0.013589
20150410,-0.004581281,0.248,0.894932,0.013383
20150410,-0.004581281,0.164,0.757845,0.011122
20150410,-0.004581281,0.36,0.39458,0.006145
20150410,-0.004581281,2.46,0.451149,0.002297
20150410,-0.004581281,0.248,0.600338,0.007484
20150410,-0.004581281,0.328,0.334213,0.006234
20150410,-0.004581281,0.108,0.469198,0.010724
20150410,-0.004581281,0.108,0.808052,0.013746
20150410,-0.004581281,1.116,0.877287,0.005406
20150413,0.001629759,0.124,0.889849,-0.024867
20150413,0.001629759,0.376,0.892044,-0.014217
20150413,0.001629759,0.676,0.893698,-0.008607
20150413,0.001629759,0.376,0.678206,-0.006743
20150413,0.001629759,0.308,0.569108,-0.006022
20150413,0.001629759,0.996,0.873183,-0.006215
20150413,0.001629759,1.72,0.244669,-0.001407
20150413,0.001629759,0.152,0.352369,-0.006829
20150413,0.001629759,0.316,0.864889,-0.013575
20150413,0.001629759,2.448,0.443837,0.00057
20150413,0.001629759,0.628,0.938544,-0.01701
20150413,0.001629759,0.096,0.891843,-0.032616
20150413,0.001629759,0.316,0.684506,-0.007119
20150413,0.001629759,0.152,0.804631,-0.015028
20150413,0.001629759,0.208,0.65183,-0.008556
20150413,0.001629759,1.104,0.610446,-0.002051
20150413,0.001629759,0.996,0.787465,-0.002572
20150413,0.001629759,0.264,0.789233,-0.007362
20150413,0.001629759,1.044,0.08936,-0.002414
20150413,0.001629759,0.376,0.467039,-0.004744
20150413,0.001629759,0.152,0.326207,-0.006517
20150413,0.001629759,0.18,0.264245,-0.005791
20150413,0.001629759,0.432,0.91426,-0.017327
20150413,0.001629759,0.376,0.106142,-0.003469
20150413,0.001629759,1.356,0.693118,-0.002509
20150413,0.001629759,1.044,0.840916,-0.006254
20150413,0.001629759,0.152,0.103379,-0.005267
20150413,0.001629759,0.308,0.152897,-0.004356
20150413,0.001629759,0.348,0.900046,-0.003228
